WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,SHIPMONTH,WGTADJ,CONTROL,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
86.6571,1,2,9,2,9,3,9,9,9,1,100000,1300,3,202203,0.9732,22030084,2,1,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,3,9,9,9,1,99000,1200,3,202203,0.9732,22030085,1,1,1,1,1,1,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,96000,1200,3,202203,0.9732,22030086,2,1,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,88000,1000,3,202203,0.9732,22030087,1,1,1,1,1,1,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,110000,1000,3,202203,0.9732,22030088,2,2,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,110000,1200,3,202203,0.9732,22030089,2,2,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,150000,860,1,202203,0.9732,22030090,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,78000,840,1,202203,0.9732,22030091,2,1,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,83000,920,1,202203,0.9732,22030092,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,100000,1300,3,202203,0.9732,22030093,2,1,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,1,9,2,9,9,9,1,9,920,3,202203,0.9732,22030094,1,3,1,1,1,1,3,3,3,3,3
25.4316,1,2,9,2,9,4,9,9,9,1,92000,1100,3,202203,0.9732,22030095,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,94000,1100,1,202203,0.9732,22030096,1,1,1,1,1,1,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,60000,920,3,202203,0.9732,22030097,2,2,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,99000,1200,3,202203,0.9732,22030098,1,1,1,1,1,1,3,3,3,3,3
16.2333,2,2,9,2,9,1,9,9,9,1,110000,980,1,202203,0.9732,22030099,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,80000,1200,3,202203,0.9732,22030100,2,2,2,2,2,2,3,3,3,3,3
86.6571,2,2,9,2,9,3,9,9,9,1,100000,1300,3,202203,0.9732,22030101,2,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,70000,1100,3,202203,0.9732,22030102,2,2,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,91000,1100,3,202203,0.9732,22030103,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,75000,740,1,202203,0.9732,22030104,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,83000,920,1,202203,0.9732,22030105,2,1,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,78000,840,1,202203,0.9732,22030106,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,99000,1200,3,202203,0.9732,22030107,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,63000,840,1,202203,0.9732,22030108,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,72000,1200,3,202203,0.9732,22030109,2,2,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,85000,950,1,202203,0.9732,22030110,2,1,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,71000,1000,3,202203,0.9732,22030111,2,2,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,87000,950,1,202203,0.9732,22030112,2,2,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,80000,1200,3,202203,0.9732,22030113,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,58000,840,1,202203,0.9732,22030114,2,2,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,82000,1200,3,202203,0.9732,22030115,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,130000,1300,3,202203,0.9732,22030116,2,2,2,2,2,2,3,3,3,3,3
86.6571,2,2,9,2,9,3,9,9,9,1,53000,840,1,202203,0.9732,22030117,2,2,2,2,2,2,3,3,3,3,3
86.6571,3,9,9,9,9,5,9,9,9,1,9,9,9,202203,0.9732,22030118,2,3,3,3,3,3,3,3,3,3,3
86.6571,3,9,9,9,9,5,9,9,9,1,9,9,9,202203,0.9732,22030119,2,3,3,3,3,3,3,3,3,3,3
12.7158,1,1,3,2,3,4,1,2,1,2,140000,1500,3,202203,1.0465,22030120,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,2,4,1,1,1,2,210000,2100,3,202203,1.0465,22030121,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,2,4,1,1,2,2,220000,1800,3,202203,1.0465,22030122,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,5,2,3,4,1,3,1,2,96000,1300,3,202203,1.0465,22030123,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,3,4,1,1,1,2,170000,1900,3,202203,1.0465,22030124,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,2,2,4,1,1,1,2,130000,1600,3,202203,1.0465,22030125,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,3,4,3,1,2,2,120000,1300,1,202203,1.0465,22030126,2,2,2,2,2,2,2,2,2,2,2
12.7158,1,1,3,2,1,4,3,1,2,2,150000,1500,3,202203,1.0465,22030127,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,2,3,4,3,2,3,2,180000,1700,3,202203,1.0465,22030128,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,1,4,3,1,2,2,180000,1700,3,202203,1.0465,22030129,2,2,2,2,2,2,2,1,1,1,1
12.7158,1,1,3,2,2,4,1,1,1,2,300000,1500,3,202203,1.0465,22030130,2,2,2,2,2,2,2,2,2,2,2
8.4772,2,1,3,2,3,5,3,2,1,3,290000,3100,3,202203,1.0465,22030131,2,2,2,2,2,2,2,2,2,2,2
12.7158,1,1,4,2,1,4,1,1,2,2,210000,1600,3,202203,1.0465,22030132,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,3,4,3,2,3,2,190000,1700,1,202203,1.0465,22030133,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,3,4,1,1,2,2,170000,1700,3,202203,1.0465,22030134,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,140000,2500,3,202203,1.0465,22030135,2,2,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,3,3,1,1,2,2,130000,1700,3,202203,1.0465,22030136,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,150000,1600,3,202203,1.0465,22030137,1,1,1,1,1,1,1,1,1,1,1
12.7158,1,1,4,2,1,4,3,1,2,2,150000,910,3,202203,1.0465,22030138,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,4,2,1,4,2,1,2,2,300000,1600,3,202203,1.0465,22030139,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,4,2,1,4,3,1,1,2,120000,910,3,202203,1.0465,22030140,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,4,2,1,4,3,1,1,2,300000,1600,3,202203,1.0465,22030141,2,2,2,2,2,2,2,2,2,1,2
12.7158,1,1,4,2,1,4,3,1,2,2,300000,1500,3,202203,1.0465,22030142,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,1,4,3,2,3,2,150000,1600,3,202203,1.0465,22030143,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,2,2,4,1,1,2,2,140000,1200,3,202203,1.0465,22030144,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,4,2,1,4,3,1,2,2,96000,1800,3,202203,1.0465,22030145,2,2,2,2,2,2,2,1,1,1,1
12.7158,2,1,4,2,1,4,3,1,2,2,170000,1800,1,202203,1.0465,22030146,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,4,2,1,4,3,1,2,2,200000,1200,3,202203,1.0465,22030147,2,2,2,2,2,2,2,2,2,2,2
8.4772,2,1,3,2,1,5,1,1,2,3,260000,2000,3,202203,1.0465,22030148,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,4,2,1,4,3,1,2,2,180000,2000,3,202203,1.0465,22030149,1,1,1,1,1,1,1,1,1,1,1
12.7158,1,1,3,1,1,4,1,1,2,2,9,1500,3,202203,1.0465,22030150,1,3,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,2,1,4,1,1,2,2,180000,2200,3,202203,1.0465,22030151,2,1,1,1,2,2,1,1,1,1,1
12.7158,1,1,5,2,3,4,1,1,2,2,180000,1500,3,202203,1.0465,22030152,2,2,2,2,2,2,1,2,2,2,2
12.7158,2,1,3,2,1,4,1,1,2,2,180000,2100,3,202203,1.0465,22030153,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,1,3,1,1,3,2,150000,2000,3,202203,1.0465,22030154,2,2,2,2,2,2,1,1,2,1,1
43.3286,2,1,3,2,1,3,1,1,2,2,170000,1900,3,202203,1.0465,22030155,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,4,2,3,3,1,2,2,2,110000,1100,1,202203,1.0465,22030156,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,4,2,3,3,1,1,2,2,240000,2400,3,202203,1.0465,22030157,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,2,3,1,1,2,2,130000,1100,1,202203,1.0465,22030158,2,1,1,1,2,2,1,1,2,1,1
43.3286,2,1,4,2,3,3,1,1,2,2,87000,1100,3,202203,1.0465,22030159,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,4,2,3,3,1,1,1,2,170000,2100,3,202203,1.0465,22030160,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,4,2,3,3,1,1,1,2,140000,1600,3,202203,1.0465,22030161,2,2,2,2,2,2,2,2,2,2,2
43.3286,1,1,5,2,3,3,1,1,1,2,120000,1700,1,202203,1.0465,22030162,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,1,3,1,1,2,2,120000,1100,1,202203,1.0465,22030163,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,5,2,3,3,1,1,2,2,160000,1700,1,202203,1.0465,22030164,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,1,3,1,1,3,2,180000,2100,3,202203,1.0465,22030165,2,1,1,1,2,2,1,1,1,1,1
43.3286,2,1,3,2,2,3,1,1,2,2,160000,1700,3,202203,1.0465,22030166,2,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,2,3,1,1,1,2,120000,1800,3,202203,1.0465,22030167,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,1,4,3,1,1,2,150000,1600,3,202203,1.0465,22030168,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,3,2,1,1,2,2,160000,1800,3,202203,1.0465,22030169,2,1,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,1,2,1,1,2,2,250000,1600,1,202203,1.0465,22030170,2,2,2,2,2,2,2,2,2,2,2
9.2364,1,1,3,2,1,2,1,1,2,2,130000,1200,3,202203,1.0465,22030171,1,1,1,1,1,1,1,1,1,1,1
6.1576,2,1,3,2,1,5,1,1,1,3,230000,3100,3,202203,1.0465,22030172,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,5,2,2,2,4,1,2,2,130000,1200,3,202203,1.0465,22030173,2,1,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,1,2,1,1,2,2,160000,1800,3,202203,1.0465,22030174,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,1,2,1,1,2,2,160000,1700,3,202203,1.0465,22030175,1,1,1,1,1,1,1,1,1,1,1
9.2364,1,1,3,2,1,2,1,1,1,2,100000,1700,3,202203,1.0465,22030176,2,2,2,2,2,2,1,2,2,2,2
9.2364,2,1,3,2,1,2,1,1,2,2,130000,1500,3,202203,1.0465,22030177,2,2,2,2,2,2,2,2,2,2,2
9.2364,1,1,3,2,1,2,1,1,2,2,150000,1600,3,202203,1.0465,22030178,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,4,2,3,2,1,1,2,2,150000,2000,3,202203,1.0465,22030179,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,160000,1700,3,202203,1.0465,22030180,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,5,2,3,3,1,1,2,2,140000,1900,3,202203,1.0465,22030181,2,2,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,1,2,1,1,2,2,130000,1800,3,202203,1.0465,22030182,2,2,2,2,2,2,2,1,2,1,1
9.2364,2,1,3,2,1,2,1,3,1,2,160000,1700,3,202203,1.0465,22030183,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,1,1,2,1,1,1,2,9,1200,3,202203,1.0465,22030184,2,3,2,2,2,2,2,2,2,2,2
9.2364,1,1,3,2,1,2,1,1,2,2,170000,1900,3,202203,1.0465,22030185,2,2,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,3,2,1,1,2,2,120000,1300,3,202203,1.0465,22030186,2,2,2,2,2,2,2,1,2,1,1
9.2364,2,1,3,2,1,2,1,1,2,2,150000,1600,3,202203,1.0465,22030187,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,1,2,1,1,2,2,180000,2100,3,202203,1.0465,22030188,2,1,1,1,2,2,1,1,2,1,1
12.7158,2,1,3,1,1,2,1,1,1,2,9,1600,3,202203,1.0465,22030189,2,3,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,1,2,1,1,2,2,160000,1700,3,202203,1.0465,22030190,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,1,2,1,1,2,2,150000,1600,1,202203,1.0465,22030191,2,1,1,1,1,2,1,1,2,1,1
9.2364,2,1,3,1,1,2,1,1,2,2,9,1600,3,202203,1.0465,22030192,1,3,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,2,3,1,2,2,2,110000,1500,3,202203,1.0465,22030193,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,5,2,3,3,1,1,2,2,170000,2000,3,202203,1.0465,22030194,2,2,2,2,2,2,2,2,2,2,2
9.2364,2,1,5,2,3,2,1,1,2,2,110000,2000,3,202203,1.0465,22030195,2,2,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,3,2,1,1,2,2,150000,1800,3,202203,1.0465,22030196,2,2,2,2,2,2,2,2,2,2,2
9.2364,1,1,3,2,3,2,1,2,3,2,160000,1700,3,202203,1.0465,22030197,2,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,3,2,1,1,2,2,160000,1800,3,202203,1.0465,22030198,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,3,2,1,1,2,2,110000,1600,3,202203,1.0465,22030199,2,2,2,2,2,2,2,2,2,2,2
12.7158,1,1,3,2,3,4,1,1,1,2,140000,1400,1,202203,1.0465,22030200,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,1,2,2,1,1,2,2,9,1600,3,202203,1.0465,22030201,2,3,1,1,2,2,1,1,1,1,1
9.2364,1,1,3,2,2,2,1,1,2,2,150000,1600,3,202203,1.0465,22030202,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,5,2,3,2,4,1,2,2,160000,1700,3,202203,1.0465,22030203,2,1,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,2,2,1,1,2,2,190000,2400,3,202203,1.0465,22030204,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,1,2,2,1,2,2,2,9,1500,3,202203,1.0465,22030205,1,3,1,1,1,1,1,1,1,1,1
12.7158,2,1,4,2,1,4,3,1,3,2,140000,1300,1,202203,1.0465,22030206,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,4,2,1,4,3,2,2,2,170000,1600,3,202203,1.0465,22030207,2,2,2,2,2,2,2,2,2,2,2
12.7158,1,1,4,2,1,4,3,1,3,2,130000,1100,3,202203,1.0465,22030208,2,2,2,2,2,2,1,1,2,1,1
9.2364,2,1,4,2,2,4,3,1,3,2,130000,1100,3,202203,1.0465,22030209,2,1,1,1,2,2,1,1,2,1,1
12.7158,1,1,4,2,1,4,3,1,3,2,150000,1500,3,202203,1.0465,22030210,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,2,2,4,1,1,2,2,160000,1700,3,202203,1.0465,22030211,1,1,1,1,1,1,1,1,1,1,1
12.7158,1,1,3,2,2,4,1,1,2,2,150000,1600,3,202203,1.0465,22030212,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,2,2,4,1,1,2,2,96000,2100,3,202203,1.0465,22030213,2,2,2,2,2,2,2,2,2,2,2
8.1167,2,1,5,2,1,1,1,1,2,2,170000,1200,1,202203,1.0465,22030214,2,2,2,2,1,1,2,1,1,1,1
43.3286,2,1,5,2,3,3,1,1,2,2,170000,1800,3,202203,1.0465,22030215,2,2,1,1,2,1,1,1,1,1,1
43.3286,2,1,3,2,3,3,1,1,1,2,120000,1600,3,202203,1.0465,22030216,2,2,1,1,2,1,1,1,1,1,1
43.3286,2,1,3,2,3,3,1,1,1,2,180000,2000,3,202203,1.0465,22030217,2,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,3,3,1,1,2,2,200000,2500,3,202203,1.0465,22030218,2,2,2,2,2,2,2,2,2,2,2
9.2364,1,1,3,2,1,2,1,1,1,2,120000,1600,3,202203,1.0465,22030219,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,2,3,1,1,2,2,170000,2000,3,202203,1.0465,22030220,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,3,3,1,1,2,2,180000,2000,3,202203,1.0465,22030221,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,2,3,1,2,2,2,140000,1600,3,202203,1.0465,22030222,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,2,4,1,1,2,2,150000,1600,3,202203,1.0465,22030223,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,5,2,4,4,2,1,2,2,160000,1900,3,202203,1.0465,22030224,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,2,4,1,3,2,2,150000,1500,3,202203,1.0465,22030225,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,2,1,4,1,1,2,2,150000,1500,3,202203,1.0465,22030226,2,1,1,1,2,2,1,1,2,1,1
8.4772,1,1,3,2,2,5,1,1,2,3,180000,2600,3,202203,1.0465,22030227,2,2,2,2,1,1,2,1,1,1,1
12.7158,1,1,3,2,2,4,1,1,2,2,170000,1900,1,202203,1.0465,22030228,1,1,1,1,1,1,1,1,1,1,1
8.4772,2,1,3,2,2,5,1,1,1,3,280000,1800,3,202203,1.0465,22030229,2,2,2,2,2,2,2,2,2,2,2
12.7158,1,1,3,2,2,4,1,1,1,2,140000,1300,3,202203,1.0465,22030230,1,1,1,1,1,1,1,1,1,1,1
8.1167,2,1,3,2,1,1,1,1,1,2,85000,1100,1,202203,1.0465,22030231,2,2,2,2,2,2,2,2,2,2,2
8.1167,1,1,3,2,1,1,1,1,1,2,100000,1700,3,202203,1.0465,22030232,2,2,2,2,2,2,2,2,2,2,2
8.1167,2,1,3,2,2,1,1,1,2,2,120000,1900,3,202203,1.0465,22030233,2,2,2,2,2,2,2,2,2,2,2
8.1167,1,1,3,2,1,1,1,1,2,2,150000,1500,3,202203,1.0465,22030234,2,1,2,2,2,2,2,2,2,2,2
8.1167,1,1,3,2,1,1,1,1,2,2,160000,1500,1,202203,1.0465,22030235,2,2,2,2,2,2,2,2,2,2,2
8.1167,2,1,3,2,3,1,1,1,2,2,160000,1700,3,202203,1.0465,22030236,2,2,2,2,2,2,2,2,2,2,2
8.1167,2,1,3,2,1,1,1,2,2,2,130000,1100,1,202203,1.0465,22030237,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,2,3,1,1,2,2,100000,1600,3,202203,1.0465,22030238,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,5,2,3,3,1,1,2,2,130000,1100,1,202203,1.0465,22030239,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,4,2,3,3,1,2,2,2,160000,1600,3,202203,1.0465,22030240,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,200000,2500,3,202203,1.0465,22030241,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,5,2,3,3,1,1,2,2,150000,1600,3,202203,1.0465,22030242,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,3,3,1,1,2,2,150000,1600,3,202203,1.0465,22030243,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,240000,2500,3,202203,1.0465,22030244,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,1,2,240000,2500,3,202203,1.0465,22030245,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,2,2,2,87000,1600,3,202203,1.0465,22030246,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,1,2,180000,2000,3,202203,1.0465,22030247,2,1,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,140000,1900,3,202203,1.0465,22030248,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,2,3,1,1,2,2,99000,1600,3,202203,1.0465,22030249,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,1,2,150000,1600,3,202203,1.0465,22030250,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,3,3,1,1,2,2,120000,1600,3,202203,1.0465,22030251,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,150000,1800,3,202203,1.0465,22030252,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,120000,1500,3,202203,1.0465,22030253,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,2,3,1,1,2,2,100000,1600,3,202203,1.0465,22030254,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,5,2,3,3,1,2,2,2,200000,2500,3,202203,1.0465,22030255,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,5,2,3,3,1,2,2,2,170000,1900,3,202203,1.0465,22030256,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,5,2,3,3,1,1,2,2,87000,1100,1,202203,1.0465,22030257,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,200000,2500,3,202203,1.0465,22030258,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,5,2,3,3,1,1,2,2,210000,2500,3,202203,1.0465,22030259,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,3,3,1,1,2,2,150000,1600,3,202203,1.0465,22030260,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,2,3,1,1,2,2,120000,1900,3,202203,1.0465,22030261,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,1,2,2,4,0,0,1,2,240000,1900,3,202203,1.0465,22030262,2,2,2,2,2,2,2,2,2,2,2
8.4772,2,1,1,2,3,5,0,0,2,3,220000,2600,3,202203,1.0465,22030263,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,1,2,3,4,0,0,1,2,130000,1200,3,202203,1.0465,22030264,1,1,1,1,1,1,1,2,1,1,2
12.7158,1,1,2,2,1,4,0,0,2,2,240000,1400,1,202203,1.0465,22030265,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,2,2,1,4,0,0,2,2,180000,1800,3,202203,1.0465,22030266,2,2,2,2,2,2,2,2,1,1,2
12.7158,2,1,1,2,3,4,0,0,2,2,160000,1600,3,202203,1.0465,22030267,2,2,2,2,2,2,2,2,2,2,2
12.7158,1,1,2,1,2,4,0,0,1,2,9,1600,3,202203,1.0465,22030268,2,3,2,2,1,2,2,2,2,2,2
12.7158,2,1,1,2,1,4,0,0,1,2,150000,1600,3,202203,1.0465,22030269,1,1,1,1,1,1,1,2,1,1,2
12.7158,2,1,1,2,3,4,0,0,2,2,160000,1800,1,202203,1.0465,22030270,2,2,2,2,2,2,2,2,2,2,2
8.1167,2,1,1,2,3,1,0,0,2,2,120000,1500,3,202203,1.0465,22030271,2,2,2,2,2,2,2,2,2,2,2
8.1167,2,1,2,2,1,1,0,0,1,2,280000,1500,1,202203,1.0465,22030272,2,2,2,2,2,2,2,2,2,2,2
8.1167,2,1,1,2,3,1,0,0,2,2,94000,990,3,202203,1.0465,22030273,2,2,2,2,2,2,2,2,2,2,2
8.1167,2,1,1,2,3,1,0,0,2,2,85000,1100,3,202203,1.0465,22030274,2,2,2,2,2,2,2,2,2,2,2
8.1167,1,1,1,1,1,1,0,0,1,2,9,1100,3,202203,1.0465,22030275,2,3,2,2,2,2,2,2,2,2,2
8.1167,2,1,1,2,1,1,0,0,2,2,130000,1200,1,202203,1.0465,22030276,1,1,1,1,1,1,1,2,1,1,2
8.1167,1,1,1,1,1,1,0,0,1,2,9,1100,1,202203,1.0465,22030277,2,3,2,2,2,2,2,2,2,2,2
8.1167,2,1,1,2,1,1,0,0,2,2,280000,1600,1,202203,1.0465,22030278,2,2,2,2,2,2,2,2,2,2,2
8.1167,2,1,1,2,3,1,0,0,1,2,85000,1200,1,202203,1.0465,22030279,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,2,2,2,3,0,0,1,2,200000,2500,3,202203,1.0465,22030280,1,1,1,1,1,1,1,2,1,1,2
12.7158,2,1,1,2,2,4,0,0,1,2,170000,2000,1,202203,1.0465,22030281,2,2,2,2,2,2,2,2,2,2,2
9.2364,1,1,1,2,1,2,0,0,2,2,140000,1300,3,202203,1.0465,22030282,1,1,1,1,1,1,1,2,1,1,2
9.2364,2,1,2,2,1,2,0,0,1,2,130000,1100,3,202203,1.0465,22030283,1,1,1,1,1,1,1,2,1,1,2
9.2364,2,1,1,2,3,2,0,0,1,2,160000,1800,3,202203,1.0465,22030284,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,2,2,3,3,0,0,2,2,87000,1900,3,202203,1.0465,22030285,2,2,2,2,2,2,2,2,2,2,2
9.2364,1,1,1,2,1,2,0,0,1,2,110000,1500,3,202203,1.0465,22030286,2,2,2,2,2,2,2,2,2,2,2
9.2364,1,1,1,2,1,2,0,0,1,2,110000,1100,3,202203,1.0465,22030287,2,2,2,2,2,2,2,2,2,2,2
8.1167,2,1,1,2,1,1,0,0,3,2,130000,1200,3,202203,1.0465,22030288,2,1,1,1,1,2,1,2,2,1,2
8.1167,2,1,1,2,1,1,0,0,2,2,160000,1700,3,202203,1.0465,22030289,1,1,1,1,1,1,1,2,1,1,2
8.1167,2,1,1,2,1,1,0,0,2,2,160000,1700,1,202203,1.0465,22030290,1,1,1,1,1,1,1,2,1,1,2
